"","Location","Trap #","Trip","date_time","name","value","sampling"
"682","Deans","D2A",4,2022-08-30 20:23:32,"YSI Top Pressure","745.1","Deans2"
"683","Deans","D2A",4,2022-08-30 20:23:32,"YSI Top DO %L","90.9","Deans2"
"684","Deans","D2A",4,2022-08-30 20:23:32,"YSI Top DO mg/L","6.84","Deans2"
"685","Deans","D2A",4,2022-08-30 20:23:32,"YSI Top SPC","43.3","Deans2"
"686","Deans","D2A",4,2022-08-30 20:23:32,"YSI Top C","46.7","Deans2"
"687","Deans","D2A",4,2022-08-30 20:23:32,"YSI Top pH","7.84","Deans2"
"688","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom Temp","28.1","Deans2"
"689","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom Pressure","745.1","Deans2"
"690","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom DO %L","71.5","Deans2"
"691","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom DO mg/L","5.49","Deans2"
"692","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom SPC","44.6","Deans2"
"693","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom C","47.3","Deans2"
"694","Deans","D2A",4,2022-08-30 20:23:32,"YSI Bottom pH","7.59","Deans2"
"695","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top Temp","29.2","Deans2"
"696","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top Pressure","745.1","Deans2"
"697","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top DO %L","85.9","Deans2"
"698","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top DO mg/L","6.42","Deans2"
"699","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top SPC","43.2","Deans2"
"700","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top C","46.7","Deans2"
"701","Deans","D2C",4,2022-08-30 20:29:30,"YSI Top pH","7.67","Deans2"
"702","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom Temp","27","Deans2"
"703","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom Pressure","745.1","Deans2"
"704","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom DO %L","4.4","Deans2"
"705","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom DO mg/L","0.35","Deans2"
"706","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom SPC","46","Deans2"
"707","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom C","47.9","Deans2"
"708","Deans","D2C",4,2022-08-30 20:29:30,"YSI Bottom pH","6.82","Deans2"
"709","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top Temp","29","Deans2"
"710","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top Pressure","745.1","Deans2"
"711","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top DO %L","86.5","Deans2"
"712","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top DO mg/L","6.53","Deans2"
"713","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top SPC","42.6","Deans2"
"714","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top C","46.6","Deans2"
"715","Deans","D4A",4,2022-08-30 20:50:06,"YSI Top pH","7.54","Deans2"
"716","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom Temp","29","Deans2"
"717","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom Pressure","745.1","Deans2"
"718","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom DO %L","75.8","Deans2"
"719","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom DO mg/L","8.72","Deans2"
"720","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom SPC","43.2","Deans2"
"721","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom C","46.9","Deans2"
"722","Deans","D4A",4,2022-08-30 20:50:06,"YSI Bottom pH","7.56","Deans2"
"723","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top Temp","28.9","Deans2"
"724","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top Pressure","745.1","Deans2"
"725","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top DO %L","88.2","Deans2"
"726","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top DO mg/L","6.66","Deans2"
"727","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top SPC","43","Deans2"
"728","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top C","46.3","Deans2"
"729","Deans","D4C",4,2022-08-30 20:55:45,"YSI Top pH","7.61","Deans2"
"730","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom Temp","27.4","Deans2"
"731","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom Pressure","745.1","Deans2"
"732","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom DO %L","24.5","Deans2"
"733","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom DO mg/L","1.9","Deans2"
"734","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom SPC","46.3","Deans2"
"735","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom C","48.4","Deans2"
"736","Deans","D4C",4,2022-08-30 20:55:45,"YSI Bottom pH","7","Deans2"
"737","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top Temp","28.7","Deans2"
"738","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top Pressure","745.7","Deans2"
"739","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top DO %L","74.2","Deans2"
"740","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top DO mg/L","5.62","Deans2"
"741","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top SPC","43.9","Deans2"
"742","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top C","47.1","Deans2"
"743","Deans","D2A",5,2022-08-30 22:16:14,"YSI Top pH","7.68","Deans2"
"744","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom Temp","28.1","Deans2"
"745","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom Pressure","745.7","Deans2"
"746","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom DO %L","67.2","Deans2"
"747","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom DO mg/L","5.15","Deans2"
"748","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom SPC","44.6","Deans2"
"749","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom C","47.3","Deans2"
"750","Deans","D2A",5,2022-08-30 22:16:14,"YSI Bottom pH","7.52","Deans2"
"751","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top Temp","28.8","Deans2"
"752","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top Pressure","745.7","Deans2"
"753","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top DO %L","81.8","Deans2"
"754","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top DO mg/L","6.2","Deans2"
"755","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top SPC","44.1","Deans2"
"756","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top C","47.3","Deans2"
"757","Deans","D2C",5,2022-08-30 22:23:39,"YSI Top pH","7.59","Deans2"
"758","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom Temp","26.6","Deans2"
"759","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom Pressure","745.7","Deans2"
"760","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom DO %L","1.2","Deans2"
"761","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom DO mg/L","0.1","Deans2"
"762","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom SPC","54.9","Deans2"
"763","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom C","56.6","Deans2"
"764","Deans","D2C",5,2022-08-30 22:23:39,"YSI Bottom pH","6.78","Deans2"
"765","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top Temp","28.7","Deans2"
"766","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top Pressure","745.8","Deans2"
"767","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top DO %L","84.4","Deans2"
"768","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top DO mg/L","6.42","Deans2"
"769","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top SPC","43.5","Deans2"
"770","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top C","46.6","Deans2"
"771","Deans","D4A",5,2022-08-30 22:41:05,"YSI Top pH","7.43","Deans2"
"772","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom Temp","28","Deans2"
"773","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom Pressure","745.8","Deans2"
"774","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom DO %L","87.4","Deans2"
"775","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom DO mg/L","6.65","Deans2"
"776","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom SPC","43.5","Deans2"
"777","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom C","46.5","Deans2"
"778","Deans","D4A",5,2022-08-30 22:41:05,"YSI Bottom pH","7.49","Deans2"
"779","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top Temp","28.6","Deans2"
"780","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top Pressure","745.9","Deans2"
"781","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top DO %L","80.1","Deans2"
"782","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top DO mg/L","6.09","Deans2"
"783","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top SPC","43.2","Deans2"
"784","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top C","46.2","Deans2"
"785","Deans","D4C",5,2022-08-30 22:48:01,"YSI Top pH","7.56","Deans2"
"786","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom Temp","27.5","Deans2"
"787","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom Pressure","745.9","Deans2"
"788","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom DO %L","28.4","Deans2"
"789","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom DO mg/L","2.2","Deans2"
"790","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom SPC","45.6","Deans2"
"791","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom C","47.8","Deans2"
"792","Deans","D4C",5,2022-08-30 22:48:01,"YSI Bottom pH","7","Deans2"
"793","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top Temp","28.2","Deans2"
"794","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top Pressure","745.6","Deans2"
"795","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top DO %L","70.4","Deans2"
"796","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top DO mg/L","5.38","Deans2"
"797","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top SPC","44","Deans2"
"798","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top C","46.7","Deans2"
"799","Deans","D2A",6,2022-08-31 01:53:32,"YSI Top pH","7.65","Deans2"
"800","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom Temp","28.2","Deans2"
"801","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom Pressure","745.6","Deans2"
"802","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom DO %L","80.4","Deans2"
"803","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom DO mg/L","6.15","Deans2"
"804","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom SPC","44.1","Deans2"
"805","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom C","46.8","Deans2"
"806","Deans","D2A",6,2022-08-31 01:53:32,"YSI Bottom pH","7.54","Deans2"
"807","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top Temp","28.2","Deans2"
"808","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top Pressure","745.6","Deans2"
"809","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top DO %L","72.9","Deans2"
"810","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top DO mg/L","5.61","Deans2"
"811","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top SPC","44","Deans2"
"812","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top C","46.7","Deans2"
"813","Deans","D2C",6,2022-08-31 02:00:03,"YSI Top pH","7.54","Deans2"
"814","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom Temp","26.6","Deans2"
"815","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom Pressure","745.6","Deans2"
"816","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom DO %L","0.9","Deans2"
"817","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom DO mg/L","0.07","Deans2"
"818","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom SPC","51.8","Deans2"
"819","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom C","53.3","Deans2"
"820","Deans","D2C",6,2022-08-31 02:00:03,"YSI Bottom pH","6.8","Deans2"
"821","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top Temp","28.2","Deans2"
"822","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top Pressure","745.5","Deans2"
"823","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top DO %L","75.1","Deans2"
"824","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top DO mg/L","5.75","Deans2"
"825","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top SPC","43.8","Deans2"
"826","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top C","46.5","Deans2"
"827","Deans","D4A",6,2022-08-31 02:18:25,"YSI Top pH","7.41","Deans2"
"828","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom Temp","28.2","Deans2"
"829","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom Pressure","745.4","Deans2"
"830","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom DO %L","75.2","Deans2"
"831","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom DO mg/L","5.75","Deans2"
"832","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom SPC","43.8","Deans2"
"833","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom C","46.5","Deans2"
"834","Deans","D4A",6,2022-08-31 02:18:25,"YSI Bottom pH","7.39","Deans2"
"835","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top Temp","28.2","Deans2"
"836","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top Pressure","745.4","Deans2"
"837","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top DO %L","71.9","Deans2"
"838","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top DO mg/L","5.5","Deans2"
"839","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top SPC","43.7","Deans2"
"840","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top C","46.4","Deans2"
"841","Deans","D4C",6,2022-08-31 02:25:08,"YSI Top pH","7.43","Deans2"
"842","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom Temp","27.3","Deans2"
"843","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom Pressure","745.4","Deans2"
"844","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom DO %L","13.3","Deans2"
"845","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom DO mg/L","1.05","Deans2"
"846","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom SPC","46.5","Deans2"
"847","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom C","48.5","Deans2"
"848","Deans","D4C",6,2022-08-31 02:25:08,"YSI Bottom pH","6.83","Deans2"
"849","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top Temp","27.9","Deans2"
"850","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top Pressure","745.5","Deans2"
"851","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top DO %L","75.1","Deans2"
"852","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top DO mg/L","58.6","Deans2"
"853","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top SPC","44.1","Deans2"
"854","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top C","46.6","Deans2"
"855","Deans","D2A",7,2022-08-31 04:36:38,"YSI Top pH","7.51","Deans2"
"856","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom Temp","27.9","Deans2"
"857","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom Pressure","745.6","Deans2"
"858","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom DO %L","74.2","Deans2"
"859","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom DO mg/L","5.74","Deans2"
"860","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom SPC","44.2","Deans2"
"861","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom C","46.6","Deans2"
"862","Deans","D2A",7,2022-08-31 04:36:38,"YSI Bottom pH","7.45","Deans2"
"863","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top Temp","28","Deans2"
"864","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top Pressure","745.6","Deans2"
"865","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top DO %L","74.6","Deans2"
"866","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top DO mg/L","5.87","Deans2"
"867","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top SPC","44.1","Deans2"
"868","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top C","46.6","Deans2"
"869","Deans","D2C",7,2022-08-31 04:41:16,"YSI Top pH","7.44","Deans2"
"870","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom Temp","26.5","Deans2"
"871","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom Pressure","745.6","Deans2"
"872","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom DO %L","1","Deans2"
"873","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom DO mg/L","0.08","Deans2"
"874","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom SPC","69.4","Deans2"
"875","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom C","71.2","Deans2"
"876","Deans","D2C",7,2022-08-31 04:41:16,"YSI Bottom pH","6.83","Deans2"
"877","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top Temp","27.9","Deans2"
"878","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top Pressure","745.7","Deans2"
"879","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top DO %L","73.9","Deans2"
"880","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top DO mg/L","5.68","Deans2"
"881","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top SPC","43.5","Deans2"
"882","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top C","45.9","Deans2"
"883","Deans","D4A",7,2022-08-31 04:58:47,"YSI Top pH","7.23","Deans2"
"884","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom Temp","28","Deans2"
"885","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom Pressure","745.7","Deans2"
"886","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom DO %L","68.2","Deans2"
"887","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom DO mg/L","4.63","Deans2"
"888","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom SPC","43.9","Deans2"
"889","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom C","46.4","Deans2"
"890","Deans","D4A",7,2022-08-31 04:58:47,"YSI Bottom pH","7.26","Deans2"
"891","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top Temp","27.9","Deans2"
"892","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top Pressure","745.7","Deans2"
"893","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top DO %L","74.6","Deans2"
"894","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top DO mg/L","5.82","Deans2"
"895","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top SPC","43.6","Deans2"
"896","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top C","46.1","Deans2"
"897","Deans","D4C",7,2022-08-31 05:04:44,"YSI Top pH","7.31","Deans2"
"898","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom Temp","27.4","Deans2"
"899","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom Pressure","745.7","Deans2"
"900","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom DO %L","25.6","Deans2"
"901","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom DO mg/L","2","Deans2"
"902","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom SPC","46.8","Deans2"
"903","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom C","48.8","Deans2"
"904","Deans","D4C",7,2022-08-31 05:04:44,"YSI Bottom pH","7.04","Deans2"
"905","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top Temp","27.7","Deans2"
"906","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top Pressure","746.2","Deans2"
"907","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top DO %L","74.3","Deans2"
"908","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top DO mg/L","5.74","Deans2"
"909","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top SPC","44","Deans2"
"910","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top C","46.3","Deans2"
"911","Deans","D2A",8,2022-08-31 07:22:53,"YSI Top pH","7.41","Deans2"
"912","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom Temp","27.7","Deans2"
"913","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom Pressure","746.2","Deans2"
"914","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom DO %L","74.2","Deans2"
"915","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom DO mg/L","5.81","Deans2"
"916","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom SPC","44","Deans2"
"917","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom C","46.2","Deans2"
"918","Deans","D2A",8,2022-08-31 07:22:53,"YSI Bottom pH","7.34","Deans2"
"919","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top Temp","27.7","Deans2"
"920","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top Pressure","746.2","Deans2"
"921","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top DO %L","74.5","Deans2"
"922","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top DO mg/L","5.95","Deans2"
"923","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top SPC","44.2","Deans2"
"924","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top C","46.5","Deans2"
"925","Deans","D2C",8,2022-08-31 07:27:45,"YSI Top pH","7.32","Deans2"
"926","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom Temp","26.9","Deans2"
"927","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom Pressure","746.2","Deans2"
"928","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom DO %L","1.1","Deans2"
"929","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom DO mg/L","0.09","Deans2"
"930","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom SPC","47.5","Deans2"
"931","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom C","49.2","Deans2"
"932","Deans","D2C",8,2022-08-31 07:27:45,"YSI Bottom pH","6.87","Deans2"
"933","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top Temp","27.7","Deans2"
"934","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top Pressure","746.3","Deans2"
"935","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top DO %L","73.8","Deans2"
"936","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top DO mg/L","5.68","Deans2"
"937","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top SPC","43.6","Deans2"
"938","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top C","45.9","Deans2"
"939","Deans","D4A",8,2022-08-31 07:42:55,"YSI Top pH","7.23","Deans2"
"940","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom Temp","27.7","Deans2"
"941","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom Pressure","746.3","Deans2"
"942","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom DO %L","73.8","Deans2"
"943","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom DO mg/L","5.7","Deans2"
"944","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom SPC","43.7","Deans2"
"945","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom C","45.9","Deans2"
"946","Deans","D4A",8,2022-08-31 07:42:55,"YSI Bottom pH","7.22","Deans2"
"947","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top Temp","27.7","Deans2"
"948","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top Pressure","746.2","Deans2"
"949","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top DO %L","72","Deans2"
"950","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top DO mg/L","5.57","Deans2"
"951","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top SPC","44","Deans2"
"952","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top C","46.2","Deans2"
"953","Deans","D4C",8,2022-08-31 07:48:17,"YSI Top pH","7.24","Deans2"
"954","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom Temp","27.5","Deans2"
"955","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom Pressure","746.4","Deans2"
"956","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom DO %L","46.6","Deans2"
"957","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom DO mg/L","3.61","Deans2"
"958","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom SPC","44.7","Deans2"
"959","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom C","46.8","Deans2"
"960","Deans","D4C",8,2022-08-31 07:48:17,"YSI Bottom pH","7.03","Deans2"
"961","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top Temp","25.5","Catfish1"
"962","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top Pressure","748.1","Catfish1"
"963","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top DO %L","49.2","Catfish1"
"964","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top DO mg/L","3.92","Catfish1"
"965","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top SPC","59.1","Catfish1"
"966","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top C","59.8","Catfish1"
"967","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Top pH","7.45","Catfish1"
"968","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom Temp","25.4","Catfish1"
"969","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom Pressure","748.1","Catfish1"
"970","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom DO %L","43.3","Catfish1"
"971","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom DO mg/L","3.48","Catfish1"
"972","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom SPC","59.1","Catfish1"
"973","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom C","59.5","Catfish1"
"974","Catfish","C2A",1,2022-09-06 10:11:45,"YSI Bottom pH","7.32","Catfish1"
"975","Catfish","C2C",1,2022-09-06 10:18:23,"YSI Top Temp","25.4","Catfish1"
"976","Catfish","C2C",1,2022-09-06 10:18:23,"YSI Top Pressure","748.1","Catfish1"
